Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1,Mikal Bridges,28,NYK,SF,82,82,3036,9.7,19.3,0.5,2.7,7.6,0.354,7,11.8,0.594,0.57,1.6,1.9,0.814,1.2,3.1,4.2,5,1.2,0.7,2.2,2.1,23.6,117,118
2,Josh Hart,29,NYK,SG,77,77,2897,6.9,13.2,0.525,1.4,4.3,0.333,5.5,8.9,0.618,0.579,2.7,3.5,0.776,2.8,9.9,12.6,7.8,2,0.5,2.7,3.4,18,125,112
3,Anthony Edwards,23,MIN,SG,79,79,2871,12.4,27.7,0.447,5.5,13.9,0.395,6.9,13.8,0.501,0.547,7.1,8.5,0.837,1,6.7,7.7,6.2,1.6,0.9,4.3,2.6,37.4,115,112
4,Devin Booker,28,PHO,SG,75,75,2795,11.6,25.1,0.461,3.2,9.7,0.332,8.3,15.4,0.542,0.525,7.6,8.5,0.894,1.3,4.1,5.4,9.4,1.2,0.3,3.9,3.5,34,119,123
5,James Harden,35,LAC,PG,79,79,2789,9.4,22.9,0.41,4.1,11.8,0.352,5.2,11.1,0.472,0.501,8.9,10.2,0.874,1,7.1,8.1,12.1,2.1,1,6,2.9,31.8,114,110
6,DeMar DeRozan,35,SAC,SF,77,77,2768,11,23.1,0.477,1.5,4.5,0.328,9.5,18.6,0.513,0.509,6.7,7.8,0.857,0.9,4.4,5.3,6,1.1,0.6,1.9,2.7,30.2,120,119
7,Trae Young,26,ATL,PG,76,76,2739,9.7,23.5,0.411,3.7,11,0.34,5.9,12.5,0.474,0.491,8.4,9.6,0.875,0.6,3.4,4,15,1.6,0.2,6.1,2.5,31.4,114,119
8,Tyler Herro,25,MIA,SG,77,77,2725,11.9,25.2,0.472,4.6,12.3,0.375,7.3,13,0.565,0.563,5.3,6,0.878,0.6,6.7,7.3,7.8,1.3,0.3,3.6,1.6,33.7,117,115
9,OG Anunoby,27,NYK,PF,74,74,2706,9,18.8,0.476,3.1,8.4,0.372,5.8,10.4,0.561,0.559,3.4,4.1,0.81,1.8,4.8,6.6,3,2,1.2,1.9,3.2,24.4,118,114
10,Jalen Green,22,HOU,SG,82,82,2697,11,25.9,0.423,4.2,11.9,0.354,6.8,14,0.482,0.505,4.9,6.1,0.813,0.8,6,6.8,5.1,1.3,0.5,3.7,2.3,31.1,110,113
11,Christian Braun,23,DEN,SG,79,77,2675,8.6,14.8,0.58,1.6,4,0.397,7,10.7,0.648,0.634,3.2,3.8,0.827,1.8,5.6,7.4,3.7,1.5,0.7,1.5,3.1,21.9,133,118
12,Bam Adebayo,27,MIA,C,78,78,2674,10.1,20.8,0.485,1.5,4.1,0.357,8.6,16.6,0.517,0.521,4.7,6.1,0.765,3.5,10.5,14,6.3,1.8,1,3,3,26.3,115,110
13,Ivica Zubac,27,LAC,C,80,80,2624,11.1,17.7,0.628,0,0,,11.1,17.7,0.628,0.628,2.9,4.4,0.661,5.6,13.3,19,4,1,1.7,2.4,3.2,25.1,129,108
14,Jayson Tatum,26,BOS,PF,72,72,2624,12.7,28,0.452,4.8,13.9,0.343,7.9,14.1,0.559,0.537,6.8,8.4,0.814,0.9,11,11.9,8.2,1.5,0.7,4,3,36.9,117,110
15,Jaden McDaniels,24,MIN,PF,82,82,2614,7.5,15.7,0.477,1.9,5.7,0.33,5.6,10,0.561,0.537,2,2.4,0.813,2.4,6.4,8.9,3.1,2.1,1.4,1.8,4.2,18.9,115,110
16,Keegan Murray,24,SAC,PF,76,76,2610,6.8,15.4,0.444,2.9,8.4,0.343,3.9,7,0.566,0.538,1.1,1.3,0.833,2.7,6.8,9.5,2,1.1,1.3,1.1,3.5,17.7,116,117
17,Zach LaVine,29,2TM,SF,74,74,2602,11.4,22.4,0.511,4.4,9.8,0.446,7.1,12.6,0.562,0.609,4.3,5.2,0.825,0.4,5.4,5.8,5.7,1.1,0.2,3.8,2.2,31.6,116,119
17,Zach LaVine,29,CHI,SF,42,42,1432,11.8,23.1,0.511,4.4,9.9,0.446,7.4,13.2,0.56,0.607,4.7,5.9,0.797,0.4,6.2,6.6,6.2,1.3,0.3,3.9,2.1,32.8,115,117
17,Zach LaVine,29,SAC,SG,32,32,1170,11,21.4,0.511,4.3,9.7,0.446,6.6,11.8,0.564,0.611,3.8,4.3,0.874,0.4,4.3,4.7,5.1,0.8,0.1,3.6,2.4,30,117,121
18,Shai Gilgeous-Alexander,26,OKC,PG,76,76,2598,15.9,30.6,0.519,3,8,0.375,12.9,22.6,0.571,0.569,11.1,12.4,0.898,1.2,5.8,7,9,2.4,1.4,3.4,3,45.9,129,107
19,Michael Porter Jr.,26,DEN,SF,77,77,2593,9.8,19.4,0.504,3.6,9.1,0.395,6.2,10.4,0.599,0.596,2.8,3.6,0.768,2.6,7.5,10,3.1,0.9,0.7,1.9,2.9,25.9,122,118
20,Derrick White,30,BOS,SG,76,76,2574,8.3,18.7,0.442,5.2,13.5,0.384,3.1,5.2,0.593,0.58,2.6,3.1,0.839,1.3,5.3,6.6,7,1.4,1.6,2.6,2.7,24.3,123,112
21,Dyson Daniels,21,ATL,SG,76,76,2571,8.3,16.8,0.493,1.5,4.3,0.34,6.8,12.5,0.545,0.536,1.5,2.5,0.593,2.3,5.9,8.2,6.1,4.2,1,2.8,3.2,19.5,110,111
22,Nikola Jokić,29,DEN,C,70,70,2571,14.7,25.5,0.576,2.6,6.2,0.417,12.1,19.3,0.627,0.627,6.8,8.4,0.8,3.7,12.9,16.7,13.4,2.4,0.8,4.3,3,38.7,133,111
23,Austin Reaves,26,LAL,SG,73,73,2550,9.2,20,0.46,3.9,10.2,0.377,5.3,9.8,0.547,0.556,6.2,7.1,0.877,1.2,5.2,6.3,8.1,1.6,0.4,3.4,2.9,28.5,122,117
24,Toumani Camara,24,POR,PF,78,78,2548,6.3,13.7,0.458,2.6,6.9,0.375,3.7,6.8,0.542,0.552,1.7,2.4,0.722,3.3,5.3,8.6,3.3,2.2,1,2.1,4.4,16.8,117,115
25,Pascal Siakam,30,IND,PF,78,78,2548,11.6,22.3,0.519,2.4,6.1,0.389,9.2,16.2,0.568,0.572,4.3,5.8,0.734,2.5,7.7,10.2,5,1.3,0.8,2.1,3.6,29.8,120,115
26,Brook Lopez,36,MIL,C,80,80,2546,7.5,14.7,0.509,2.6,7.1,0.373,4.8,7.6,0.636,0.599,2.2,2.6,0.826,2.1,5.5,7.6,2.7,0.9,2.8,1.6,3.2,19.8,122,114
27,Karl-Anthony Towns,29,NYK,C,72,72,2517,12.6,24,0.526,2.8,6.7,0.42,9.8,17.3,0.567,0.584,6.7,8.1,0.829,4.2,14,18.1,4.4,1.4,1,3.8,4.9,34.7,122,110
28,Bub Carrington,19,WAS,PG,82,57,2458,5.8,14.5,0.401,2.7,7.9,0.339,3.1,6.6,0.475,0.493,1.3,1.6,0.812,0.6,6,6.6,7,1,0.4,2.7,3.7,15.6,104,121
29,Cade Cunningham,23,DET,PG,70,70,2452,13.4,28.6,0.469,2.9,8.2,0.356,10.5,20.4,0.515,0.521,6.1,7.3,0.846,1.1,7.2,8.3,12.5,1.4,1,6.1,3.8,35.9,112,113
30,Tyrese Haliburton,24,IND,PG,73,73,2451,9.3,19.7,0.473,4.3,11,0.388,5.1,8.7,0.581,0.582,3.7,4.4,0.851,0.8,4.2,5.1,13.2,2.1,1,2.4,1.8,26.6,131,115
31,Coby White,24,CHI,SG,74,73,2450,9.7,21.4,0.453,4.1,11.1,0.37,5.6,10.2,0.544,0.55,5.3,5.8,0.902,0.5,4.7,5.2,6.3,1.3,0.3,3.4,2.9,28.8,114,118
32,LeBron James,40,LAL,SF,70,70,2444,13.1,25.6,0.513,3,8,0.376,10.1,17.6,0.574,0.571,5.2,6.7,0.782,1.4,9.5,11,11.6,1.4,0.8,5.2,2,34.4,117,114
33,Domantas Sabonis,28,SAC,C,70,70,2429,10.6,18,0.59,1.3,3.1,0.417,9.3,14.8,0.627,0.627,4.4,5.8,0.754,5.4,14.2,19.6,8.5,1,0.5,4.1,4.6,26.9,128,114
