Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P FGA,0-3 FGA,3-10 FGA,10-16 FGA,16-3P FGA,3P FGA,2P FG,0-3 FG,3-10 FG,10-16 FG,16-3P,3P FG,2P Assist,3P Assist ,%FGA Dunks,Total Dunks,%3PA Corner,3P% Corner
266,Alex Caruso,30,OKC,SG,54,3,1041,0.446,15.2,0.459,0.287,0.124,0.025,0.022,0.541,0.556,0.656,0.41,0.5,0.143,0.353,0.688,0.933,0.029,9,0.365,0.419
267,Kris Murray,24,POR,SF,69,6,1040,0.419,12.2,0.57,0.358,0.208,0,0.004,0.43,0.566,0.65,0.414,,1,0.225,0.589,0.963,0.129,34,0.475,0.263
268,Dejounte Murray,28,NOP,PG,31,31,1012,0.393,14.8,0.648,0.176,0.174,0.206,0.091,0.352,0.444,0.598,0.349,0.461,0.289,0.299,0.261,0.635,0.012,6,0.155,0.296
269,Jalen Suggs,23,ORL,PG,35,35,1002,0.41,17.7,0.497,0.141,0.164,0.129,0.062,0.503,0.506,0.765,0.43,0.387,0.367,0.314,0.223,0.763,0.008,4,0.145,0.429
270,Kyle Anderson,31,2TM,PF,61,4,1002,0.469,10.9,0.769,0.185,0.429,0.102,0.053,0.231,0.502,0.714,0.469,0.355,0.313,0.357,0.496,0.96,0.036,10,0.443,0.452
270,Kyle Anderson,31,GSW,PF,36,3,541,0.45,13.2,0.692,0.095,0.45,0.089,0.059,0.308,0.487,0.75,0.5,0.267,0.3,0.365,0.544,0.947,0.059,9,0.423,0.409
270,Kyle Anderson,31,MIA,SF,25,1,461,0.493,8.6,0.866,0.299,0.403,0.119,0.045,0.134,0.517,0.7,0.426,0.438,0.333,0.333,0.45,1,0.007,1,0.5,0.556
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,0.436,14.9,0.633,0.234,0.11,0.171,0.118,0.367,0.485,0.674,0.262,0.369,0.489,0.35,0.504,0.857,0.066,21,0.229,0.313
272,Dalen Terry,22,CHI,SG,73,5,987,0.448,11.7,0.612,0.366,0.224,0.011,0.011,0.388,0.506,0.602,0.383,0,0.333,0.356,0.602,1,0.049,13,0.423,0.386
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,0.477,12.2,0.614,0.371,0.152,0.076,0.015,0.386,0.529,0.658,0.3,0.4,0.333,0.395,0.656,0.967,0.147,23,0.566,0.372
274,Zach Collins,27,2TM,PF,64,12,977,0.507,11.6,0.649,0.358,0.235,0.046,0.01,0.351,0.617,0.722,0.521,0.357,0.333,0.302,0.818,1,0.073,19,0.236,0.28
274,Zach Collins,27,SAS,C,36,4,425,0.462,11.6,0.652,0.364,0.242,0.03,0.015,0.348,0.547,0.667,0.406,0.25,0.5,0.304,0.83,1,0.068,7,0.261,0.333
274,Zach Collins,27,CHI,PF,28,8,552,0.541,11.5,0.647,0.353,0.229,0.059,0.006,0.353,0.673,0.767,0.615,0.4,0,0.3,0.811,1,0.076,12,0.217,0.231
275,Trayce Jackson-Davis,24,GSW,C,62,37,967,0.576,3.4,0.99,0.49,0.49,0.003,0.007,0.01,0.582,0.703,0.473,0,0,0,0.799,,0.387,101,0.667,0
276,Thomas Bryant,27,2TM,C,66,8,963,0.508,14.9,0.539,0.336,0.14,0.053,0.009,0.461,0.665,0.648,0.667,0.706,1,0.324,0.67,0.979,0.109,29,0.358,0.415
276,Thomas Bryant,27,MIA,C,10,0,115,0.429,16.6,0.393,0.321,0.036,0.036,0,0.607,0.545,0.556,1,0,,0.353,0.667,1,0,0,0.176,0.333
276,Thomas Bryant,27,IND,C,56,8,848,0.515,13.3,0.553,0.338,0.15,0.055,0.01,0.447,0.673,0.657,0.659,0.75,1,0.321,0.67,0.976,0.119,29,0.382,0.42
277,Jalen Smith,24,CHI,C,64,2,962,0.466,15.4,0.456,0.319,0.098,0.025,0.015,0.544,0.634,0.677,0.625,0.3,0.333,0.324,0.703,0.986,0.071,27,0.162,0.333
278,Jordan Clarkson,32,UTA,SG,37,9,962,0.408,16.6,0.529,0.073,0.302,0.12,0.034,0.471,0.448,0.667,0.389,0.492,0.353,0.362,0.282,0.69,0.006,3,0.103,0.5
279,Gary Payton II,32,GSW,SG,62,11,927,0.574,10.1,0.681,0.326,0.346,0.01,0,0.319,0.69,0.845,0.553,0.333,,0.326,0.821,0.968,0.128,32,0.537,0.412
280,Brandon Miller,22,CHO,SF,27,27,924,0.403,19,0.403,0.112,0.159,0.096,0.037,0.597,0.475,0.727,0.41,0.362,0.278,0.355,0.511,0.808,0.037,17,0.082,0.333
281,Bruce Brown,28,2TM,PG,41,12,922,0.421,11.1,0.738,0.265,0.278,0.172,0.023,0.262,0.452,0.646,0.337,0.358,0.286,0.333,0.65,0.963,0.023,6,0.506,0.39
281,Bruce Brown,28,TOR,PG,18,0,353,0.435,11.2,0.725,0.275,0.267,0.153,0.031,0.275,0.484,0.639,0.371,0.4,0.5,0.306,0.674,1,0.015,2,0.556,0.45
281,Bruce Brown,28,NOP,PG,23,12,569,0.41,11.1,0.747,0.258,0.287,0.185,0.017,0.253,0.429,0.652,0.314,0.333,0,0.356,0.632,0.938,0.028,4,0.467,0.333
282,Immanuel Quickley,25,TOR,PG,33,33,918,0.42,17.3,0.486,0.103,0.235,0.112,0.037,0.514,0.465,0.578,0.437,0.429,0.438,0.378,0.384,0.741,0.002,1,0.107,0.375
283,Trendon Watford,24,BRK,PF,44,6,913,0.469,10.2,0.749,0.3,0.369,0.077,0.003,0.251,0.515,0.667,0.465,0.185,0,0.33,0.363,0.966,0.02,6,0.273,0.292
284,KJ Martin,24,2TM,PF,43,16,912,0.552,9,0.711,0.388,0.318,0,0.005,0.289,0.671,0.705,0.625,,1,0.259,0.844,1,0.254,47,0.724,0.333
284,KJ Martin,24,PHI,PF,24,7,480,0.616,7.1,0.788,0.545,0.232,0,0.01,0.212,0.679,0.741,0.522,,1,0.381,0.774,1,0.242,22,0.667,0.5
284,KJ Martin,24,UTA,SF,19,9,432,0.49,10.9,0.637,0.235,0.402,0,0,0.363,0.662,0.625,0.683,,,0.189,0.93,1,0.265,25,0.757,0.25
285,Jaden Hardy,22,DAL,SG,57,3,907,0.435,16.2,0.524,0.162,0.157,0.157,0.048,0.476,0.479,0.657,0.354,0.508,0.2,0.386,0.346,0.829,0.027,8,0.239,0.404
286,Day'Ron Sharpe,23,BRK,C,50,2,907,0.521,6.6,0.858,0.505,0.29,0.035,0.028,0.142,0.566,0.644,0.446,0.364,0.667,0.244,0.597,1,0.114,29,0.289,0.385
287,Adem Bona,21,PHI,C,58,11,905,0.703,2.3,0.995,0.755,0.229,0.01,0,0.005,0.707,0.731,0.659,0,,0,0.696,,0.401,64,1,0
288,Tre Jones,25,2TM,PG,46,9,905,0.538,8.9,0.798,0.345,0.361,0.076,0.017,0.202,0.574,0.671,0.558,0.222,0.5,0.396,0.514,1,0.004,1,0.5,0.458
288,Tre Jones,25,SAS,PG,28,0,450,0.484,9.8,0.72,0.387,0.29,0.043,0,0.28,0.552,0.667,0.481,0,,0.308,0.486,1,0.011,1,0.462,0.333
288,Tre Jones,25,CHI,PG,18,9,455,0.572,8.1,0.848,0.317,0.407,0.097,0.028,0.152,0.585,0.674,0.593,0.286,0.5,0.5,0.528,1,0,0,0.545,0.583
289,Jaden Ivey,22,DET,SG,30,30,898,0.46,13.7,0.627,0.245,0.245,0.094,0.044,0.373,0.49,0.644,0.426,0.333,0.333,0.409,0.425,0.746,0.024,9,0.208,0.344
290,Kelly Olynyk,33,2TM,C,44,22,891,0.5,11.6,0.705,0.336,0.231,0.078,0.06,0.295,0.534,0.667,0.435,0.381,0.375,0.418,0.564,0.818,0.015,4,0.127,0.6
290,Kelly Olynyk,33,TOR,C,24,2,383,0.5,12.8,0.636,0.347,0.161,0.068,0.059,0.364,0.533,0.683,0.211,0.75,0.286,0.442,0.625,0.842,0.025,3,0.07,0.667
290,Kelly Olynyk,33,NOP,C,20,20,508,0.5,10.4,0.76,0.327,0.287,0.087,0.06,0.24,0.535,0.653,0.535,0.154,0.444,0.389,0.525,0.786,0.007,1,0.194,0.571
291,Chet Holmgren,22,OKC,C,32,32,877,0.49,12.4,0.66,0.29,0.226,0.117,0.026,0.34,0.547,0.747,0.442,0.25,0.556,0.379,0.642,1,0.117,39,0.164,0.421
292,Neemias Queta,25,BOS,C,62,6,863,0.65,3.6,0.985,0.591,0.355,0.039,0,0.015,0.66,0.708,0.583,0.625,,0,0.795,,0.315,59,0.333,0
293,Alec Burks,33,MIA,SG,49,14,863,0.424,20.8,0.236,0.059,0.1,0.041,0.037,0.764,0.422,0.5,0.296,0.545,0.5,0.425,0.556,0.955,0,0,0.488,0.406
294,Chris Boucher,32,TOR,PF,50,0,862,0.492,14.9,0.478,0.292,0.114,0.054,0.019,0.522,0.633,0.75,0.429,0.5,0.429,0.363,0.643,0.986,0.111,32,0.42,0.395
295,Zion Williamson,24,NOP,PF,30,30,857,0.567,4.8,0.974,0.429,0.494,0.047,0.004,0.026,0.576,0.679,0.51,0.375,0,0.231,0.46,0.667,0.085,39,0.077,0
296,Khris Middleton,33,2TM,SF,37,21,843,0.475,17.1,0.605,0.074,0.193,0.196,0.142,0.395,0.549,0.6,0.6,0.47,0.563,0.361,0.402,0.75,0.003,1,0.165,0.318
296,Khris Middleton,33,MIL,SF,23,7,534,0.512,17.3,0.592,0.09,0.166,0.185,0.152,0.408,0.584,0.579,0.629,0.538,0.594,0.407,0.384,0.657,0.005,1,0.163,0.357
296,Khris Middleton,33,WAS,SF,14,14,309,0.413,16.9,0.627,0.048,0.238,0.214,0.127,0.373,0.494,0.667,0.567,0.37,0.5,0.277,0.436,1,0,0,0.17,0.25
297,KJ Simpson,22,CHO,PG,36,15,842,0.346,15,0.568,0.179,0.246,0.103,0.04,0.432,0.415,0.648,0.365,0.226,0.167,0.254,0.324,0.667,0.01,3,0.146,0.263
298,Shake Milton,28,2TM,SG,57,2,837,0.453,14.3,0.583,0.181,0.24,0.146,0.016,0.417,0.52,0.63,0.492,0.432,0.5,0.358,0.364,1,0,0,0.321,0.294
298,Shake Milton,28,BRK,SG,27,1,492,0.465,15.3,0.541,0.159,0.236,0.134,0.013,0.459,0.529,0.56,0.514,0.476,1,0.389,0.333,1,0,0,0.264,0.211
298,Shake Milton,28,LAL,SG,30,1,345,0.433,13.3,0.649,0.216,0.247,0.165,0.021,0.351,0.508,0.714,0.458,0.375,0,0.294,0.406,1,0,0,0.441,0.4
299,Dereck Lively II,20,DAL,C,36,29,833,0.702,3.1,1,0.571,0.403,0.026,0,0,0.702,0.798,0.597,0.2,,,0.791,,0.393,66,,
300,Garrison Mathews,28,ATL,SG,47,2,830,0.397,22.4,0.152,0.047,0.058,0.031,0.016,0.848,0.436,0.5,0.4,0.5,0.25,0.39,0.824,0.976,0.004,1,0.317,0.58
301,Cam Whitmore,20,HOU,SF,51,3,827,0.444,14.9,0.546,0.253,0.203,0.037,0.052,0.454,0.518,0.686,0.341,0.467,0.429,0.355,0.482,0.785,0.112,35,0.213,0.436
302,Ryan Rollins,22,MIL,PG,56,19,820,0.487,14.6,0.557,0.225,0.185,0.111,0.037,0.443,0.55,0.754,0.42,0.4,0.4,0.408,0.349,0.918,0.022,5,0.417,0.48
303,Marcus Sasser,24,DET,PG,57,1,811,0.463,17.5,0.486,0.128,0.155,0.118,0.084,0.514,0.549,0.789,0.435,0.514,0.44,0.382,0.418,0.586,0,0,0.151,0.391
304,Steven Adams,31,HOU,C,58,3,794,0.545,4.1,0.988,0.611,0.311,0.066,0,0.012,0.552,0.608,0.5,0.273,,0,0.451,,0.138,21,0,
305,Aaron Holiday,28,HOU,PG,62,3,792,0.437,20.8,0.325,0.06,0.131,0.075,0.06,0.675,0.517,0.75,0.486,0.4,0.5,0.398,0.378,0.819,0,0,0.177,0.469
306,Karlo Matković,23,NOP,PF,42,7,791,0.574,9.5,0.719,0.396,0.272,0.047,0.004,0.281,0.675,0.785,0.563,0.455,0,0.318,0.728,1,0.204,40,0.515,0.382
307,Caleb Houstan,22,ORL,SF,58,6,788,0.421,22.4,0.158,0.042,0.063,0.032,0.021,0.842,0.533,0.625,0.5,0.5,0.5,0.4,0.938,0.984,0.005,0,0.331,0.302
308,Vasilije Micić,31,2TM,PG,41,16,785,0.348,17,0.542,0.154,0.161,0.095,0.132,0.458,0.338,0.571,0.205,0.192,0.333,0.36,0.34,0.533,0,0,0.032,0.25
308,Vasilije Micić,31,CHO,PG,36,16,764,0.348,17,0.542,0.154,0.161,0.095,0.132,0.458,0.338,0.571,0.205,0.192,0.333,0.36,0.34,0.533,0,0,0.032,0.25
308,Vasilije Micić,31,PHO,PG,5,0,21,,,,,,,,,,,,,,,,,,0,,
309,Jaylin Williams,22,OKC,PF,47,9,784,0.439,19.7,0.308,0.149,0.086,0.059,0.014,0.692,0.529,0.606,0.526,0.385,0.333,0.399,0.639,0.967,0.059,9,0.144,0.636
310,Pelle Larsson,23,MIA,SG,55,8,782,0.438,13.3,0.532,0.345,0.158,0.03,0,0.468,0.528,0.614,0.438,0,,0.337,0.789,0.969,0.034,7,0.337,0.406
311,Cam Thomas,23,BRK,SG,25,23,781,0.438,16.3,0.57,0.141,0.183,0.154,0.093,0.43,0.506,0.625,0.434,0.471,0.524,0.349,0.473,0.544,0,0,0.123,0.25
312,Lindy Waters III,27,2TM,SG,52,9,778,0.369,22,0.253,0.064,0.092,0.052,0.044,0.747,0.444,0.438,0.565,0.231,0.455,0.344,0.714,0.938,0.02,4,0.312,0.328
312,Lindy Waters III,27,GSW,SG,38,9,655,0.371,20.7,0.278,0.063,0.112,0.059,0.044,0.722,0.474,0.538,0.565,0.167,0.556,0.331,0.704,0.939,0.02,4,0.318,0.277
312,Lindy Waters III,27,DET,SG,14,0,123,0.364,23.2,0.136,0.068,0,0.023,0.045,0.864,0.167,0,,1,0,0.395,1,0.933,0.023,0,0.289,0.545
313,Lonzo Ball,27,CHI,PG,35,14,777,0.366,23,0.198,0.07,0.058,0.037,0.033,0.802,0.458,0.529,0.5,0.333,0.375,0.344,0.545,0.881,0.021,4,0.221,0.372
314,Orlando Robinson,24,2TM,C,44,8,770,0.444,10,0.801,0.345,0.333,0.111,0.011,0.199,0.474,0.622,0.345,0.379,0.667,0.327,0.657,1,0.077,14,0.135,0.286
314,Orlando Robinson,24,SAC,C,9,0,57,0.412,11,0.706,0.353,0.294,0.059,0,0.294,0.5,0.667,0.4,0,,0.2,0.833,1,0.059,0,0.2,0
314,Orlando Robinson,24,TOR,C,35,8,713,0.447,9,0.807,0.344,0.336,0.115,0.012,0.193,0.472,0.619,0.341,0.393,0.667,0.34,0.645,1,0.078,14,0.128,0.333
315,Eric Gordon,36,PHI,SG,39,13,768,0.426,19.9,0.328,0.152,0.142,0.025,0.01,0.672,0.463,0.613,0.276,0.8,0,0.409,0.71,0.946,0.005,0,0.124,0.529
316,Gui Santos,22,GSW,PF,56,2,762,0.458,16.3,0.425,0.19,0.218,0.011,0.006,0.575,0.632,0.794,0.487,0.5,1,0.33,0.792,0.971,0.039,6,0.34,0.371
317,Landry Shamet,27,NYK,SG,50,0,762,0.461,19.3,0.322,0.135,0.07,0.087,0.03,0.678,0.595,0.71,0.438,0.65,0.286,0.397,0.818,0.919,0.013,3,0.397,0.468
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,0.391,19.7,0.328,0.089,0.156,0.066,0.017,0.672,0.485,0.63,0.404,0.5,0.4,0.345,0.375,0.786,0.013,4,0.236,0.375
319,Andre Drummond,31,PHI,C,40,23,751,0.5,5.4,0.915,0.573,0.299,0.038,0.004,0.085,0.533,0.582,0.471,0.333,0,0.15,0.64,0.667,0.171,36,0.4,0.25
320,Jabari Walker,22,POR,SF,60,1,749,0.515,10.1,0.686,0.415,0.236,0.022,0.013,0.314,0.573,0.684,0.407,0.4,0.333,0.389,0.622,1,0.07,16,0.458,0.455
321,Jay Huff,26,MEM,C,64,2,748,0.515,17.9,0.344,0.223,0.089,0.013,0.02,0.656,0.724,0.838,0.667,0.25,0,0.405,0.842,0.988,0.177,47,0.25,0.36
322,Drew Eubanks,27,2TM,C,61,4,746,0.593,4.7,0.969,0.361,0.546,0.062,0,0.031,0.596,0.743,0.509,0.5,,0.5,0.786,0.667,0.289,47,0.833,0.6
322,Drew Eubanks,27,UTA,C,37,4,568,0.607,5.5,0.966,0.331,0.552,0.083,0,0.034,0.607,0.75,0.538,0.5,,0.6,0.824,0.667,0.303,36,0.8,0.75
322,Drew Eubanks,27,LAC,C,24,0,178,0.551,4,0.98,0.449,0.531,0,0,0.02,0.563,0.727,0.423,,,0,0.667,,0.245,11,1,0
323,Talen Horton-Tucker,24,CHI,SG,58,0,724,0.457,12.6,0.581,0.385,0.168,0.021,0.007,0.419,0.544,0.607,0.429,0.5,0,0.336,0.348,0.878,0.045,12,0.213,0.423
324,Gary Harris,30,ORL,SG,48,3,711,0.383,20.7,0.241,0.06,0.128,0.023,0.03,0.759,0.469,0.625,0.412,0.333,0.5,0.356,0.6,0.972,0.008,1,0.426,0.372
325,Micah Potter,26,UTA,C,38,10,705,0.422,18.8,0.274,0.156,0.096,0.015,0.007,0.726,0.703,0.81,0.538,0.5,1,0.316,0.654,1,0.111,13,0.571,0.321
326,Jett Howard,21,ORL,SF,60,0,701,0.374,20.8,0.29,0.103,0.092,0.027,0.069,0.71,0.566,0.741,0.458,0.714,0.389,0.296,0.488,0.909,0.027,3,0.247,0.37
327,DeAndre Jordan,36,DEN,C,56,5,691,0.65,2.3,1,0.686,0.314,0,0,0,0.65,0.76,0.409,,,,0.714,,0.514,58,,
328,Quinten Post,24,GSW,PF,42,14,686,0.449,18.5,0.347,0.128,0.182,0.015,0.022,0.653,0.526,0.543,0.5,0.75,0.5,0.408,0.82,1,0.033,7,0.268,0.417
329,Blake Wesley,21,SAS,SG,58,0,683,0.435,10.8,0.688,0.446,0.134,0.065,0.043,0.312,0.5,0.602,0.4,0.333,0,0.293,0.656,0.941,0.081,14,0.362,0.333
330,Sandro Mamukelashvili,25,SAS,PF,61,0,681,0.502,16.1,0.427,0.256,0.146,0.025,0,0.573,0.675,0.792,0.488,0.571,,0.373,0.667,1,0.103,25,0.211,0.265
331,Marcus Smart,30,2TM,PG,34,7,680,0.393,17.4,0.451,0.074,0.28,0.066,0.031,0.549,0.448,0.579,0.403,0.412,0.625,0.348,0.385,0.837,0.004,0,0.27,0.342
331,Marcus Smart,30,MEM,PG,19,6,400,0.358,18.3,0.392,0.061,0.264,0.047,0.02,0.608,0.414,0.556,0.385,0.286,0.667,0.322,0.417,0.828,0,0,0.267,0.208
331,Marcus Smart,30,WAS,PG,15,1,280,0.44,16.5,0.532,0.092,0.303,0.092,0.046,0.468,0.483,0.6,0.424,0.5,0.6,0.392,0.357,0.85,0.009,0,0.275,0.571
332,Jalen Pickett,25,DEN,SG,49,4,666,0.428,18.8,0.439,0.072,0.133,0.133,0.1,0.561,0.468,0.692,0.625,0.292,0.333,0.396,0.432,0.725,0,0,0.356,0.472
333,Tosan Evbuomwan,23,BRK,SF,28,0,665,0.427,12.4,0.65,0.186,0.345,0.095,0.023,0.35,0.49,0.732,0.382,0.476,0.2,0.312,0.557,1,0.023,4,0.416,0.281
334,Antonio Reeves,24,NOP,SG,44,6,660,0.456,16.4,0.48,0.19,0.157,0.101,0.032,0.52,0.521,0.617,0.513,0.44,0.25,0.395,0.726,0.863,0.02,4,0.349,0.311
335,Kyle Lowry,38,PHI,PG,35,12,659,0.35,22.5,0.248,0.051,0.111,0.034,0.051,0.752,0.414,0.667,0.308,0.75,0.167,0.33,0.667,0.931,0,0,0.182,0.375
336,Reed Sheppard,20,HOU,PG,52,3,654,0.351,19.5,0.406,0.088,0.109,0.151,0.059,0.594,0.371,0.667,0.269,0.278,0.357,0.338,0.333,0.833,0.008,1,0.169,0.25
337,Herbert Jones,26,NOP,SF,20,20,648,0.436,13.5,0.581,0.273,0.221,0.035,0.052,0.419,0.53,0.681,0.263,0.667,0.778,0.306,0.698,1,0.029,5,0.486,0.371
338,AJ Johnson,20,2TM,SG,29,11,639,0.385,12,0.577,0.291,0.258,0.028,0,0.423,0.472,0.565,0.418,0,,0.267,0.534,0.667,0.099,15,0.122,0.364
338,AJ Johnson,20,MIL,SG,7,0,44,0.421,9.7,0.737,0.421,0.316,0,0,0.263,0.357,0.5,0.167,,,0.6,0.6,0.667,0.053,0,0.2,1
338,AJ Johnson,20,WAS,SG,22,11,595,0.381,14.3,0.562,0.278,0.253,0.031,0,0.438,0.486,0.574,0.449,0,,0.247,0.528,0.667,0.103,15,0.118,0.3
339,Maxi Kleber,33,DAL,PF,34,4,637,0.385,15.9,0.49,0.177,0.208,0.021,0.083,0.51,0.511,0.706,0.3,0.5,0.625,0.265,0.833,0.923,0.073,6,0.347,0.235
340,Delon Wright,32,2TM,PG,40,7,635,0.344,15.6,0.443,0.244,0.153,0.038,0.008,0.557,0.431,0.563,0.25,0.2,1,0.274,0.44,1,0,0,0.26,0.421
340,Delon Wright,32,MIL,PG,26,2,405,0.268,17.3,0.402,0.183,0.171,0.049,0,0.598,0.303,0.467,0.143,0.25,,0.245,0.3,1,0,0,0.245,0.5
340,Delon Wright,32,NYK,PG,14,5,230,0.469,13.9,0.51,0.347,0.122,0.02,0.02,0.49,0.6,0.647,0.5,0,1,0.333,0.533,1,0,0,0.292,0.286
341,Jericho Sims,26,2TM,C,53,5,632,0.634,2.5,1,0.718,0.239,0.042,0,0,0.634,0.725,0.412,0.333,,,0.8,,0.577,35,,
341,Jericho Sims,26,NYK,C,39,5,422,0.609,2.3,1,0.696,0.283,0.022,0,0,0.609,0.75,0.308,0,,,0.714,,0.587,22,,
341,Jericho Sims,26,MIL,C,14,0,210,0.68,2.7,1,0.76,0.16,0.08,0,0,0.68,0.684,0.75,0.5,,,0.941,,0.56,13,,
342,Josh Okogie,26,2TM,SG,40,7,625,0.443,13.2,0.566,0.283,0.25,0.028,0.005,0.434,0.517,0.733,0.302,0.333,0,0.348,0.629,1,0.08,14,0.522,0.396
342,Josh Okogie,26,PHO,SG,25,1,351,0.491,11.2,0.632,0.351,0.254,0.018,0.009,0.368,0.556,0.7,0.345,1,0,0.381,0.675,1,0.132,12,0.69,0.414
342,Josh Okogie,26,CHO,SG,15,6,274,0.388,15.2,0.49,0.204,0.245,0.041,0,0.51,0.458,0.8,0.25,0,,0.32,0.545,1,0.02,2,0.38,0.368
343,Jeff Dowtin,27,PHI,PG,41,3,621,0.487,13.5,0.696,0.209,0.217,0.187,0.083,0.304,0.525,0.604,0.44,0.628,0.316,0.4,0.298,0.607,0.004,1,0.2,0.5
344,Daniel Theis,32,NOP,C,38,9,621,0.473,11.1,0.713,0.31,0.271,0.116,0.016,0.287,0.565,0.7,0.457,0.467,0.5,0.243,0.75,1,0.116,11,0.243,0
345,Cory Joseph,33,ORL,PG,50,16,612,0.403,20.4,0.305,0.091,0.11,0.052,0.052,0.695,0.489,0.643,0.412,0.375,0.5,0.364,0.391,0.872,0,0,0.215,0.304
346,Zeke Nnaji,24,DEN,PF,57,4,608,0.496,11.4,0.631,0.383,0.199,0.007,0.043,0.369,0.596,0.741,0.321,1,0.5,0.327,0.792,0.941,0.184,22,0.519,0.296
347,Kessler Edwards,24,DAL,SF,40,18,608,0.496,12.5,0.6,0.311,0.207,0.067,0.015,0.4,0.556,0.667,0.464,0.333,0.5,0.407,0.822,1,0.104,12,0.5,0.37
348,Pat Connaughton,32,MIL,SG,41,1,603,0.469,13.7,0.542,0.35,0.164,0.023,0.006,0.458,0.594,0.661,0.448,0.5,1,0.321,0.702,0.885,0.04,6,0.235,0.211
349,Ajay Mitchell,22,OKC,SG,36,1,597,0.495,12.2,0.674,0.217,0.353,0.065,0.038,0.326,0.548,0.625,0.492,0.833,0.143,0.383,0.397,0.957,0.005,0,0.267,0.375
350,Brandon Ingram,27,NOP,SF,18,18,595,0.465,16,0.655,0.117,0.153,0.24,0.144,0.345,0.514,0.744,0.412,0.538,0.396,0.374,0.402,0.837,0.027,9,0.07,0.25
351,Jared McCain,20,PHI,SG,23,8,592,0.46,16,0.515,0.193,0.179,0.106,0.036,0.485,0.532,0.642,0.429,0.448,0.7,0.383,0.32,0.804,0.007,2,0.203,0.333
352,Cam Reddish,25,LAL,SF,33,8,589,0.404,14.7,0.5,0.245,0.202,0.032,0.021,0.5,0.532,0.87,0.211,0,0.5,0.277,0.52,1,0.096,8,0.489,0.304
353,Jae'Sean Tate,29,HOU,SF,52,2,588,0.473,10.4,0.689,0.27,0.385,0.034,0,0.311,0.529,0.7,0.421,0.4,,0.348,0.519,1,0.041,4,0.674,0.452
354,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,0.402,10.4,0.707,0.356,0.276,0.029,0.046,0.293,0.472,0.661,0.313,0,0.25,0.235,0.638,1,0.08,11,0.667,0.265
355,Jarred Vanderbilt,25,LAL,PF,36,2,581,0.488,8.2,0.736,0.554,0.174,0.008,0,0.264,0.562,0.672,0.238,0,,0.281,0.7,1,0.289,30,0.75,0.375
356,Joel Embiid,30,PHI,C,19,19,574,0.444,13.5,0.756,0.194,0.194,0.203,0.165,0.244,0.492,0.623,0.508,0.422,0.404,0.299,0.538,0.957,0.016,5,0,
357,Monte Morris,29,PHO,PG,45,0,571,0.426,16.1,0.559,0.056,0.262,0.144,0.097,0.441,0.477,0.909,0.431,0.393,0.474,0.36,0.462,0.903,0,0,0.465,0.375
358,Moritz Wagner,27,ORL,C,30,1,564,0.562,9.5,0.699,0.486,0.201,0.008,0.004,0.301,0.649,0.711,0.54,0,0,0.36,0.69,1,0.076,18,0.307,0.391
359,Malcolm Brogdon,32,WAS,PG,24,13,564,0.433,11.5,0.767,0.296,0.242,0.129,0.1,0.233,0.478,0.676,0.362,0.355,0.333,0.286,0.364,0.938,0,0,0.089,0.4
360,John Konchar,28,MEM,SG,46,4,558,0.451,18,0.319,0.22,0.066,0.033,0,0.681,0.621,0.7,0.5,0.333,,0.371,0.667,1,0.011,1,0.5,0.387
361,Dwight Powell,33,DAL,C,55,3,551,0.689,3.9,0.918,0.689,0.213,0.016,0,0.082,0.714,0.81,0.462,0,,0.4,0.775,1,0.295,15,0.8,0.5
362,Dillon Jones,23,OKC,SF,54,3,551,0.383,14.4,0.526,0.286,0.18,0.045,0.015,0.474,0.5,0.658,0.292,0.333,0.5,0.254,0.657,0.938,0,0,0.206,0.231
363,Jordan Goodwin,26,LAL,PG,29,5,543,0.438,15.6,0.528,0.146,0.215,0.118,0.049,0.472,0.487,0.571,0.484,0.412,0.429,0.382,0.459,0.962,0,0,0.456,0.419
364,Richaun Holmes,31,WAS,PF,31,7,534,0.647,3.6,0.978,0.626,0.309,0.036,0.007,0.022,0.662,0.77,0.488,0.4,0,0,0.633,,0.281,39,0.667,0
365,Mouhamed Gueye,22,ATL,PF,33,28,533,0.421,13.3,0.526,0.339,0.129,0.053,0.006,0.474,0.567,0.655,0.364,0.556,0,0.259,0.824,1,0.17,25,0.593,0.25
366,Bismack Biyombo,32,SAS,C,28,26,528,0.588,4.4,1,0.465,0.447,0.088,0,0,0.588,0.698,0.569,0.1,,,0.791,,0.123,11,,
367,Jaylen Clark,23,MIN,SG,40,4,522,0.467,13.4,0.575,0.3,0.217,0.05,0.008,0.425,0.493,0.528,0.462,0.5,0,0.431,0.559,1,0.025,2,0.549,0.429
368,Rob Dillingham,20,MIN,PG,49,1,516,0.441,13.9,0.649,0.213,0.223,0.123,0.09,0.351,0.496,0.733,0.404,0.462,0.211,0.338,0.309,0.48,0.014,3,0.135,0.5
369,Colby Jones,22,2TM,SG,39,0,515,0.457,14.6,0.62,0.178,0.264,0.14,0.039,0.38,0.538,0.696,0.441,0.556,0.4,0.327,0.558,0.938,0.039,5,0.245,0.333
